Pos,OnstreetName,FromStreet,ToStreetName,Shape.STLength()
"-73.96950447209768 40.80032999319503,-73.97100923952698 40.80096750260073",WEST  104 STREET,RIVERSIDE DRIVE,WEST END AVENUE,476.99
"-73.96950447209768 40.80032999319503,-73.97100923952698 40.80096750260073",WEST  104 STREET,RIVERSIDE DRIVE,WEST END AVENUE,476.99
"-73.96797244241618 40.80050684997881,-73.96786323110882 40.800460650991916,-73.96620573107828 40.799760831281084",WEST  105 STREET,AMSTERDAM AVENUE,BROADWAY,559.58
"-73.96797244241618 40.80050684997881,-73.96786323110882 40.800460650991916,-73.96620573107828 40.799760831281084",WEST  105 STREET,AMSTERDAM AVENUE,BROADWAY,559.58
"-73.96620573107828 40.799760831281084,-73.96572821001284 40.79955996270303,-73.96336056617784 40.798563972823544",WEST  105 STREET,AMSTERDAM AVENUE,COLUMBUS AVENUE,900.38
"-73.96620573107828 40.799760831281084,-73.96572821001284 40.79955996270303,-73.96336056617784 40.798563972823544",WEST  105 STREET,AMSTERDAM AVENUE,COLUMBUS AVENUE,900.38
"-73.96904579889028 40.80095669037354,-73.96808197399025 40.800552706760904,-73.96797244241618 40.80050684997881",WEST  105 STREET,BROADWAY,WEST END AVENUE,339.37
"-73.96904579889028 40.80095669037354,-73.96808197399025 40.800552706760904,-73.96797244241618 40.80050684997881",WEST  105 STREET,BROADWAY,WEST END AVENUE,339.37
"-73.96052271788773 40.797368469175815,-73.96198124767209 40.797988197014064",WEST  105 STREET,CENTRAL PARK WEST,MANHATTAN AVENUE,462.67
"-73.96052271788773 40.797368469175815,-73.96198124767209 40.797988197014064",WEST  105 STREET,CENTRAL PARK WEST,MANHATTAN AVENUE,462.67
"-73.96198124767209 40.797988197014064,-73.96336056617784 40.798563972823544",WEST  105 STREET,COLUMBUS AVENUE,MANHATTAN AVENUE,435.72
"-73.96198124767209 40.797988197014064,-73.96336056617784 40.798563972823544",WEST  105 STREET,COLUMBUS AVENUE,MANHATTAN AVENUE,435.72
"-73.96787379789579 40.80135169779267,-73.96775900479828 40.801303516059974,-73.96693654893791 40.800955894866696,-73.96680188300684 40.80089897613692,-73.96571058656656 40.8004370698305",WEST  106 STREET,AMSTERDAM AVENUE,BROADWAY,685.37
"-73.96787379789579 40.80135169779267,-73.96775900479828 40.801303516059974,-73.96693654893791 40.800955894866696,-73.96680188300684 40.80089897613692,-73.96571058656656 40.8004370698305",WEST  106 STREET,AMSTERDAM AVENUE,BROADWAY,685.37
"-73.96571058656656 40.8004370698305,-73.96460478991709 40.799971380113426,-73.96432680341336 40.799854145770844,-73.96286668269869 40.79923370348994",WEST  106 STREET,AMSTERDAM AVENUE,COLUMBUS AVENUE,901.22
"-73.96571058656656 40.8004370698305,-73.96460478991709 40.799971380113426,-73.96432680341336 40.799854145770844,-73.96286668269869 40.79923370348994",WEST  106 STREET,AMSTERDAM AVENUE,COLUMBUS AVENUE,901.22
"-73.96858360849826 40.80163546957002,-73.96798415996328 40.801398266286874,-73.96787379789579 40.80135169779267",WEST  106 STREET,BROADWAY,WEST END AVENUE,222.07
"-73.96858360849826 40.80163546957002,-73.96798415996328 40.801398266286874,-73.96787379789579 40.80135169779267",WEST  106 STREET,BROADWAY,WEST END AVENUE,222.07
"-73.96003018458914 40.798038107239506,-73.96147779997969 40.7986541563522",WEST  106 STREET,CENTRAL PARK WEST,MANHATTAN AVENUE,459.37
"-73.96003018458914 40.798038107239506,-73.96147779997969 40.7986541563522",WEST  106 STREET,CENTRAL PARK WEST,MANHATTAN AVENUE,459.37
"-73.96147779997969 40.7986541563522,-73.96286668269869 40.79923370348994",WEST  106 STREET,COLUMBUS AVENUE,MANHATTAN AVENUE,438.70
"-73.96147779997969 40.7986541563522,-73.96286668269869 40.79923370348994",WEST  106 STREET,COLUMBUS AVENUE,MANHATTAN AVENUE,438.70
"-73.96858360849826 40.80163546957002,-73.97004742170728 40.802265010809464",WEST  106 STREET,RIVERSIDE DRIVE,WEST END AVENUE,465.67
"-73.96858360849826 40.80163546957002,-73.97004742170728 40.802265010809464",WEST  106 STREET,RIVERSIDE DRIVE,WEST END AVENUE,465.67
"-73.96780043508242 40.80220564751292,-73.96768811671956 40.802158628051394,-73.96714666752146 40.80192936466877,-73.966906808953 40.801827801722496,-73.9652151143523 40.801111150289685",WEST  107 STREET,AMSTERDAM AVENUE,BROADWAY,819.35
"-73.96780043508242 40.80220564751292,-73.96768811671956 40.802158628051394,-73.96714666752146 40.80192936466877,-73.966906808953 40.801827801722496,-73.9652151143523 40.801111150289685",WEST  107 STREET,AMSTERDAM AVENUE,BROADWAY,819.35
"-73.96237668172598 40.79991436890267,-73.9652151143523 40.801111150289685",WEST  107 STREET,AMSTERDAM AVENUE,COLUMBUS AVENUE,898.72
"-73.96237668172598 40.79991436890267,-73.9652151143523 40.801111150289685",WEST  107 STREET,AMSTERDAM AVENUE,COLUMBUS AVENUE,898.72
"-73.95953658968266 40.79871852533888,-73.96098317712384 40.79932874319582",WEST  107 STREET,CENTRAL PARK WEST,MANHATTAN AVENUE,458.08
"-73.95953658968266 40.79871852533888,-73.96098317712384 40.79932874319582",WEST  107 STREET,CENTRAL PARK WEST,MANHATTAN AVENUE,458.08
"-73.96098317712384 40.79932874319582,-73.96237668172598 40.79991436890267",WEST  107 STREET,COLUMBUS AVENUE,MANHATTAN AVENUE,440.88
"-73.96098317712384 40.79932874319582,-73.96237668172598 40.79991436890267",WEST  107 STREET,COLUMBUS AVENUE,MANHATTAN AVENUE,440.88
"-73.96811086983679 40.8023470761147,-73.96955967369092 40.80293787986209",WEST  107 STREET,RIVERSIDE DRIVE,WEST END AVENUE,455.21
"-73.96757497458624 40.80292725310591,-73.96749723013971 40.802894624149886,-73.96475930379877 40.80174161330698",WEST  108 STREET,AMSTERDAM AVENUE,BROADWAY,891.22
"-73.96757497458624 40.80292725310591,-73.96749723013971 40.802894624149886,-73.96475930379877 40.80174161330698",WEST  108 STREET,AMSTERDAM AVENUE,BROADWAY,891.22
"-73.96475930379877 40.80174161330698,-73.96387769966054 40.80136995481421,-73.96372364824938 40.801305009272156,-73.9619171371261 40.80054339679992",WEST  108 STREET,AMSTERDAM AVENUE,COLUMBUS AVENUE,899.87
"-73.96475930379877 40.80174161330698,-73.96387769966054 40.80136995481421,-73.96372364824938 40.801305009272156,-73.9619171371261 40.80054339679992",WEST  108 STREET,AMSTERDAM AVENUE,COLUMBUS AVENUE,899.87
"-73.96912058347014 40.80356292533428,-73.9676821607319 40.80297143916413,-73.96757497458624 40.80292725310591",WEST  108 STREET,BROADWAY,RIVERSIDE DRIVE,486.56
"-73.96912058347014 40.80356292533428,-73.9676821607319 40.80297143916413,-73.96757497458624 40.80292725310591",WEST  108 STREET,BROADWAY,RIVERSIDE DRIVE,486.56
"-73.95907669182176 40.799352233515535,-73.96052659739058 40.79995834293401",WEST  108 STREET,CENTRAL PARK WEST,MANHATTAN AVENUE,458.16
"-73.95907669182176 40.799352233515535,-73.96052659739058 40.79995834293401",WEST  108 STREET,CENTRAL PARK WEST,MANHATTAN AVENUE,458.16
"-73.96052659739058 40.79995834293401,-73.9619171371261 40.80054339679992",WEST  108 STREET,COLUMBUS AVENUE,MANHATTAN AVENUE,440.06
"-73.96052659739058 40.79995834293401,-73.9619171371261 40.80054339679992",WEST  108 STREET,COLUMBUS AVENUE,MANHATTAN AVENUE,440.06
"-73.96714122738588 40.80356831241981,-73.96704395260105 40.80353101300966,-73.96475281195376 40.802563459774774,-73.96430100402054 40.80237265000976",WEST  109 STREET,AMSTERDAM AVENUE,BROADWAY,898.95
"-73.96714122738588 40.80356831241981,-73.96704395260105 40.80353101300966,-73.96475281195376 40.802563459774774,-73.96430100402054 40.80237265000976",WEST  109 STREET,AMSTERDAM AVENUE,BROADWAY,898.95
"-73.96864669695636 40.80420632078207,-73.96723773010415 40.80360944675225,-73.96714122738588 40.80356831241981",WEST  109 STREET,BROADWAY,RIVERSIDE DRIVE,477.23
"-73.96864669695636 40.80420632078207,-73.96723773010415 40.80360944675225,-73.96714122738588 40.80356831241981",WEST  109 STREET,BROADWAY,RIVERSIDE DRIVE,477.23
"-73.95201557562001 40.79883253369092,-73.95192504741655 40.79879447688276,-73.94878702865137 40.797482838183186",WEST  111 STREET,5 AVENUE,LENOX AVENUE,1020.23
"-73.9515292567596 40.79945872662548,-73.95146422068542 40.79943185537324,-73.95074496427156 40.799134710555315,-73.95064331117158 40.799092714606445,-73.95008227925206 40.79886093119374,-73.94998365128664 40.79882018406327,-73.94929841190257 40.798537078324614,-73.94919210398876 40.798493156477164,-73.94891400678839 40.79837825859312,-73.94842336650242 40.798175540262314,-73.94831125411244 40.798129216971745",WEST  112 STREET,5 AVENUE,LENOX AVENUE,1014.13
"-73.95723749365877 40.80185796129587,-73.95553487073633 40.80113994173879,-73.95542797230509 40.801094859289734,-73.95525980724624 40.80102393927037,-73.9551662237538 40.80098447185427,-73.95447080218847 40.800691187660895,-73.95439416624717 40.80065886546567",WEST  112 STREET,7 AVENUE,8 AVENUE,900.30
"-73.95723749365877 40.80185796129587,-73.95553487073633 40.80113994173879,-73.95542797230509 40.801094859289734,-73.95525980724624 40.80102393927037,-73.9551662237538 40.80098447185427,-73.95447080218847 40.800691187660895,-73.95439416624717 40.80065886546567",WEST  112 STREET,7 AVENUE,8 AVENUE,900.30
"-73.95439416624717 40.80065886546567,-73.95431850651319 40.80062699745779,-73.95245810501228 40.79984327548504",WEST  112 STREET,7 AVENUE,ST NICHOLAS AVENUE,612.88
"-73.95439416624717 40.80065886546567,-73.95431850651319 40.80062699745779,-73.95245810501228 40.79984327548504",WEST  112 STREET,7 AVENUE,ST NICHOLAS AVENUE,612.88
"-73.95723749365877 40.80185796129587,-73.95868839340345 40.80246979410722",WEST  112 STREET,8 AVENUE,MANHATTAN AVENUE,459.40
"-73.95723749365877 40.80185796129587,-73.95868839340345 40.80246979410722",WEST  112 STREET,8 AVENUE,MANHATTAN AVENUE,459.40
"-73.95245810501228 40.79984327548504,-73.95160548758965 40.79949028513809,-73.9515292567596 40.79945872662548",WEST  112 STREET,LENOX AVENUE,ST NICHOLAS AVENUE,292.86
"-73.95245810501228 40.79984327548504,-73.95160548758965 40.79949028513809,-73.9515292567596 40.79945872662548",WEST  112 STREET,LENOX AVENUE,ST NICHOLAS AVENUE,292.86
"-73.95677811073907 40.80248744585783,-73.95553243988778 40.80196183349627,-73.95542502599764 40.80191650951828,-73.95400505182224 40.80131895953883,-73.95393382600909 40.80128858697913",WEST  113 STREET,7 AVENUE,8 AVENUE,900.49
"-73.95677811073907 40.80248744585783,-73.95553243988778 40.80196183349627,-73.95542502599764 40.80191650951828,-73.95400505182224 40.80131895953883,-73.95393382600909 40.80128858697913",WEST  113 STREET,7 AVENUE,8 AVENUE,900.49
"-73.95393382600909 40.80128858697913,-73.95384329498714 40.8012499067466,-73.95250735668394 40.80068555075492",WEST  113 STREET,7 AVENUE,ST NICHOLAS AVENUE,451.93
"-73.95393382600909 40.80128858697913,-73.95384329498714 40.8012499067466,-73.95250735668394 40.80068555075492",WEST  113 STREET,7 AVENUE,ST NICHOLAS AVENUE,451.93
"-73.95677811073907 40.80248744585783,-73.95824878327684 40.80310648653482",WEST  113 STREET,8 AVENUE,MANHATTAN AVENUE,465.45
"-73.95677811073907 40.80248744585783,-73.95824878327684 40.80310648653482",WEST  113 STREET,8 AVENUE,MANHATTAN AVENUE,465.45
"-73.95250735668394 40.80068555075492,-73.95116021405804 40.800116766530024,-73.95109443638667 40.80009054942094",WEST  113 STREET,LENOX AVENUE,ST NICHOLAS AVENUE,447.24
"-73.95250735668394 40.80068555075492,-73.95116021405804 40.800116766530024,-73.95109443638667 40.80009054942094",WEST  113 STREET,LENOX AVENUE,ST NICHOLAS AVENUE,447.24
"-73.94968015187398 40.80202338445881,-73.9496045710675 40.801991500791026,-73.94806399418867 40.80134151213076,-73.94646133856004 40.80066530547717",WEST  116 STREET,5 AVENUE,LENOX AVENUE,1019.31
"-73.94968015187398 40.80202338445881,-73.9496045710675 40.801991500791026,-73.94806399418867 40.80134151213076,-73.94646133856004 40.80066530547717",WEST  116 STREET,5 AVENUE,LENOX AVENUE,1019.31
"-73.95536845698138 40.80441986536599,-73.95262330190896 40.803260403401616,-73.95252974960275 40.80321652953291",WEST  116 STREET,7 AVENUE,8 AVENUE,899.94
"-73.95252974960275 40.80321652953291,-73.95242689286847 40.8031753163246,-73.94974483395163 40.80205065277096,-73.94968015187398 40.80202338445881",WEST  116 STREET,7 AVENUE,LENOX AVENUE,900.77
"-73.95252974960275 40.80321652953291,-73.95242689286847 40.8031753163246,-73.94974483395163 40.80205065277096,-73.94968015187398 40.80202338445881",WEST  116 STREET,7 AVENUE,LENOX AVENUE,900.77
"-73.95536845698138 40.80441986536599,-73.95682162269287 40.80503273084356",WEST  116 STREET,8 AVENUE,MANHATTAN AVENUE,460.11
"-73.95536845698138 40.80441986536599,-73.95682162269287 40.80503273084356",WEST  116 STREET,8 AVENUE,MANHATTAN AVENUE,460.11
"-73.9593567536138 40.806120877422906,-73.96105362532691 40.80682094415548",WEST  116 STREET,AMSTERDAM AVENUE,MORNINGSIDE DRIVE,534.54
"-73.95682162269287 40.80503273084356,-73.95818167365304 40.80559679120681",WEST  116 STREET,MANHATTAN AVENUE,MORNINGSIDE AVENUE,428.95
"-73.95682162269287 40.80503273084356,-73.95818167365304 40.80559679120681",WEST  116 STREET,MANHATTAN AVENUE,MORNINGSIDE AVENUE,428.95
"-73.94918716075053 40.80269954199236,-73.94910791879755 40.802666134545575,-73.94756570777011 40.8020160035044,-73.94596789742512 40.80134239471461",WEST  117 STREET,5 AVENUE,LENOX AVENUE,1019.24
"-73.94918716075053 40.80269954199236,-73.94910791879755 40.802666134545575,-73.94756570777011 40.8020160035044,-73.94596789742512 40.80134239471461",WEST  117 STREET,5 AVENUE,LENOX AVENUE,1019.24
"-73.95203459423122 40.80389802916777,-73.95195447376933 40.803862831327294,-73.9507418196622 40.80335391593541,-73.94977111828868 40.80294533695371,-73.94925910530182 40.80272982144139,-73.94918716075053 40.80269954199236",WEST  117 STREET,7 AVENUE,LENOX AVENUE,901.17
"-73.95203459423122 40.80389802916777,-73.95195447376933 40.803862831327294,-73.9507418196622 40.80335391593541,-73.94977111828868 40.80294533695371,-73.94925910530182 40.80272982144139,-73.94918716075053 40.80269954199236",WEST  117 STREET,7 AVENUE,LENOX AVENUE,901.17
"-73.9527232524245 40.80419027334289,-73.95240942048368 40.80405709462684,-73.95232136598344 40.80401972806731,-73.95219312996805 40.80396530914874,-73.952112584357 40.80393112790534,-73.95203459423122 40.80389802916777",WEST  117 STREET,7 AVENUE,ST NICHOLAS AVENUE,218.37
"-73.9527232524245 40.80419027334289,-73.95240942048368 40.80405709462684,-73.95232136598344 40.80401972806731,-73.95219312996805 40.80396530914874,-73.952112584357 40.80393112790534,-73.95203459423122 40.80389802916777",WEST  117 STREET,7 AVENUE,ST NICHOLAS AVENUE,218.37
"-73.95487450985411 40.8050968840398,-73.95632594538561 40.805707197602324",WEST  117 STREET,8 AVENUE,MANHATTAN AVENUE,459.24
"-73.95487450985411 40.8050968840398,-73.95632594538561 40.805707197602324",WEST  117 STREET,8 AVENUE,MANHATTAN AVENUE,459.24
"-73.9527232524245 40.80419027334289,-73.95487450985411 40.8050968840398",WEST  117 STREET,8 AVENUE,ST NICHOLAS AVENUE,681.03
"-73.9527232524245 40.80419027334289,-73.95487450985411 40.8050968840398",WEST  117 STREET,8 AVENUE,ST NICHOLAS AVENUE,681.03
"-73.95632594538561 40.805707197602324,-73.95772175989872 40.80629098877936",WEST  117 STREET,MANHATTAN AVENUE,MORNINGSIDE AVENUE,441.09
"-73.95632594538561 40.805707197602324,-73.95772175989872 40.80629098877936",WEST  117 STREET,MANHATTAN AVENUE,MORNINGSIDE AVENUE,441.09
"-73.96111106831064 40.8118302983396,-73.96099289712281 40.8117802898102,-73.95827292889633 40.810628046727345",WEST  122 STREET,AMSTERDAM AVENUE,BROADWAY,899.50
"-73.96210561844184 40.812251558073676,-73.96121351208056 40.81188015737793,-73.96111106831064 40.8118302983396",WEST  122 STREET,BROADWAY,CLAREMONT AVENUE,315.27
"-73.96210561844184 40.812251558073676,-73.96121351208056 40.81188015737793,-73.96111106831064 40.8118302983396",WEST  122 STREET,BROADWAY,CLAREMONT AVENUE,315.27
"-73.96210561844184 40.812251558073676,-73.96301572559774 40.81262437049707",WEST  122 STREET,CLAREMONT AVENUE,RIVERSIDE DRIVE,286.21
"-73.96210561844184 40.812251558073676,-73.96301572559774 40.81262437049707",WEST  122 STREET,CLAREMONT AVENUE,RIVERSIDE DRIVE,286.21
"-73.96065220182723 40.81245599651506,-73.96053536285092 40.81240664443933,-73.95859804413809 40.81159525790318,-73.95829640196905 40.81146893544374,-73.95781053697881 40.81126503098931",WEST  123 STREET,AMSTERDAM AVENUE,BROADWAY,898.36
"-73.96065220182723 40.81245599651506,-73.96053536285092 40.81240664443933,-73.95859804413809 40.81159525790318,-73.95829640196905 40.81146893544374,-73.95781053697881 40.81126503098931",WEST  123 STREET,AMSTERDAM AVENUE,BROADWAY,898.36
"-73.95781053697881 40.81126503098931,-73.95684868481241 40.810859314169456,-73.95496657194577 40.810064554338794",WEST  123 STREET,AMSTERDAM AVENUE,MORNINGSIDE AVENUE,900.61
"-73.95781053697881 40.81126503098931,-73.95684868481241 40.810859314169456,-73.95496657194577 40.810064554338794",WEST  123 STREET,AMSTERDAM AVENUE,MORNINGSIDE AVENUE,900.61
"-73.94548195195377 40.807772627022665,-73.9453978839816 40.8077372066614,-73.94384075211742 40.807080812150986,-73.94226311105817 40.80641573786755",WEST  125 STREET,5 AVENUE,LENOX AVENUE,1019.04
"-73.94548195195377 40.807772627022665,-73.9453978839816 40.8077372066614,-73.94384075211742 40.807080812150986,-73.94226311105817 40.80641573786755",WEST  125 STREET,5 AVENUE,LENOX AVENUE,1019.04
"-73.95116548652905 40.81017289468123,-73.94978166197521 40.809587668169684,-73.94840569069237 40.8090057369265,-73.94832657203315 40.80897227410439",WEST  125 STREET,7 AVENUE,8 AVENUE,899.42
"-73.94832657203315 40.80897227410439,-73.94823349684371 40.80893302556546,-73.94690615305875 40.8083732648381,-73.94553899641431 40.80779668828213,-73.94548195195377 40.807772627022665",WEST  125 STREET,7 AVENUE,LENOX AVENUE,900.64
"-73.95116548652905 40.81017289468123,-73.95259125740914 40.81076533295928",WEST  125 STREET,8 AVENUE,ST NICHOLAS AVENUE,449.85
"-73.95116548652905 40.81017289468123,-73.95259125740914 40.81076533295928",WEST  125 STREET,8 AVENUE,ST NICHOLAS AVENUE,449.85
"-73.95782821862434 40.81515604871917,-73.95716930036973 40.81440312440181,-73.95710690019796 40.81433182054818,-73.95707628416908 40.8142948284358,-73.95625889745429 40.81338943322651",WEST  125 STREET,AMSTERDAM AVENUE,OLD BROADWAY,776.54
"-73.95259125740914 40.81076533295928,-73.95401092974619 40.811369780853504",WEST  125 STREET,MORNINGSIDE AVENUE,ST NICHOLAS AVENUE,450.49
"-73.95259125740914 40.81076533295928,-73.95401092974619 40.811369780853504",WEST  125 STREET,MORNINGSIDE AVENUE,ST NICHOLAS AVENUE,450.49
"-73.94499360646083 40.808446182905385,-73.94491601836802 40.808413503703235,-73.9417714011529 40.807088999419655",WEST  126 STREET,5 AVENUE,LENOX AVENUE,1019.90
"-73.94499360646083 40.808446182905385,-73.94491601836802 40.808413503703235,-73.9417714011529 40.807088999419655",WEST  126 STREET,5 AVENUE,LENOX AVENUE,1019.90
"-73.94783892221005 40.80964112720464,-73.94773985468537 40.809599720668785,-73.94506102968188 40.80847450060169,-73.94499360646083 40.808446182905385",WEST  126 STREET,7 AVENUE,LENOX AVENUE,899.97
"-73.94783892221005 40.80964112720464,-73.94773985468537 40.809599720668785,-73.94506102968188 40.80847450060169,-73.94499360646083 40.808446182905385",WEST  126 STREET,7 AVENUE,LENOX AVENUE,899.97
"-73.95021573016328 40.81147757895529,-73.94979572629677 40.81130032386729,-73.94970771565946 40.811263180502,-73.94962875119002 40.81122985462963,-73.94954785081268 40.811195711104425,-73.94914849342439 40.811027165092135,-73.94905303462663 40.81098687610314,-73.9485695423083 40.810782818460915,-73.94849219149064 40.81075017150213,-73.94803266384123 40.810556224087506,-73.94772685066634 40.81042715165899,-73.94746184260711 40.81031530102955,-73.9473721663974 40.81027745722941",WEST  127 STREET,7 AVENUE,8 AVENUE,900.44
"-73.95021573016328 40.81147757895529,-73.94979572629677 40.81130032386729,-73.94970771565946 40.811263180502,-73.94962875119002 40.81122985462963,-73.94954785081268 40.811195711104425,-73.94914849342439 40.811027165092135,-73.94905303462663 40.81098687610314,-73.9485695423083 40.810782818460915,-73.94849219149064 40.81075017150213,-73.94803266384123 40.810556224087506,-73.94772685066634 40.81042715165899,-73.94746184260711 40.81031530102955,-73.9473721663974 40.81027745722941",WEST  127 STREET,7 AVENUE,8 AVENUE,900.44
"-73.94362573866036 40.81031794564225,-73.94354580329242 40.81028421980324,-73.9411006816612 40.80925235143845,-73.94040344928038 40.8089580957691",WEST  129 STREET,5 AVENUE,LENOX AVENUE,1020.37
"-73.94362573866036 40.81031794564225,-73.94354580329242 40.81028421980324,-73.9411006816612 40.80925235143845,-73.94040344928038 40.8089580957691",WEST  129 STREET,5 AVENUE,LENOX AVENUE,1020.37
"-73.9464755488832 40.81150942876653,-73.94638676932144 40.811475376619704,-73.94433107894335 40.810613580531665,-73.94417681163235 40.81054890602659,-73.94369835843939 40.81034835041921,-73.94362573866036 40.81031794564225",WEST  129 STREET,7 AVENUE,LENOX AVENUE,900.45
"-73.9464755488832 40.81150942876653,-73.94638676932144 40.811475376619704,-73.94433107894335 40.810613580531665,-73.94417681163235 40.81054890602659,-73.94369835843939 40.81034835041921,-73.94362573866036 40.81031794564225",WEST  129 STREET,7 AVENUE,LENOX AVENUE,900.45
"-73.94930103789919 40.812726503661764,-73.95035019265816 40.813159389013954",WEST  129 STREET,8 AVENUE,ST NICHOLAS AVENUE,330.48
"-73.94930103789919 40.812726503661764,-73.95035019265816 40.813159389013954",WEST  129 STREET,8 AVENUE,ST NICHOLAS AVENUE,330.48
"-73.94317185151253 40.81094192178222,-73.943091299559 40.81090792427796,-73.93994875956713 40.809581417798256",WEST  130 STREET,5 AVENUE,LENOX AVENUE,1020.67
"-73.94317185151253 40.81094192178222,-73.943091299559 40.81090792427796,-73.93994875956713 40.809581417798256",WEST  130 STREET,5 AVENUE,LENOX AVENUE,1020.67
"-73.94601196454573 40.81214439752642,-73.9459102147679 40.812099954404,-73.94323394499406 40.810968057802455,-73.94317185151253 40.81094192178222",WEST  130 STREET,7 AVENUE,LENOX AVENUE,900.02
"-73.94601196454573 40.81214439752642,-73.9459102147679 40.812099954404,-73.94323394499406 40.810968057802455,-73.94317185151253 40.81094192178222",WEST  130 STREET,7 AVENUE,LENOX AVENUE,900.02
"-73.94272057331767 40.81156802164665,-73.94263087435779 40.811530237189345,-73.93949397585827 40.810208809978036",WEST  131 STREET,5 AVENUE,LENOX AVENUE,1021.28
"-73.9484192309059 40.81393787584747,-73.94803779474036 40.813778725371854,-73.94791282356596 40.81372658151423,-73.94771015607921 40.81364201862369,-73.94758355625343 40.81358919469408,-73.94736443804481 40.81349776732648,-73.94723535889453 40.81344390720964,-73.94700720014016 40.813348705540655,-73.9468596156063 40.81328712463474,-73.94660392478396 40.81318043353253,-73.94646044998873 40.81312056586251,-73.94581230655993 40.812850113824226,-73.94565988306896 40.81278651108729,-73.94556804483 40.81275187065214",WEST  131 STREET,7 AVENUE,8 AVENUE,899.81
"-73.9484192309059 40.81393787584747,-73.94803779474036 40.813778725371854,-73.94791282356596 40.81372658151423,-73.94771015607921 40.81364201862369,-73.94758355625343 40.81358919469408,-73.94736443804481 40.81349776732648,-73.94723535889453 40.81344390720964,-73.94700720014016 40.813348705540655,-73.9468596156063 40.81328712463474,-73.94660392478396 40.81318043353253,-73.94646044998873 40.81312056586251,-73.94581230655993 40.812850113824226,-73.94565988306896 40.81278651108729,-73.94556804483 40.81275187065214",WEST  131 STREET,7 AVENUE,8 AVENUE,899.81
"-73.94556804483 40.81275187065214,-73.94547225460444 40.81272369474718,-73.94277690946238 40.81159144455164,-73.94272057331767 40.81156802164665",WEST  131 STREET,7 AVENUE,LENOX AVENUE,898.77
"-73.94556804483 40.81275187065214,-73.94547225460444 40.81272369474718,-73.94277690946238 40.81159144455164,-73.94272057331767 40.81156802164665",WEST  131 STREET,7 AVENUE,LENOX AVENUE,898.77
"-73.94224932313516 40.81220070942992,-73.94218104405356 40.81217230953414,-73.93901753288094 40.81085655721022",WEST  132 STREET,5 AVENUE,LENOX AVENUE,1019.88
"-73.94794704967872 40.81457979112367,-73.94517824487014 40.81341896357727,-73.94510225027786 40.813387103839375",WEST  132 STREET,7 AVENUE,8 AVENUE,899.40
"-73.94794704967872 40.81457979112367,-73.94517824487014 40.81341896357727,-73.94510225027786 40.813387103839375",WEST  132 STREET,7 AVENUE,8 AVENUE,899.40
"-73.94510225027786 40.813387103839375,-73.94500097137885 40.81334498523264,-73.94232279045147 40.81223126497042,-73.94224932313516 40.81220070942992",WEST  132 STREET,7 AVENUE,LENOX AVENUE,900.28
"-73.94748832366328 40.81520705764279,-73.94703123609656 40.81501432407289,-73.9447240228894 40.81404143072115,-73.9446483466785 40.81400951771082",WEST  133 STREET,7 AVENUE,8 AVENUE,899.08
"-73.94748832366328 40.81520705764279,-73.94703123609656 40.81501432407289,-73.9447240228894 40.81404143072115,-73.9446483466785 40.81400951771082",WEST  133 STREET,7 AVENUE,8 AVENUE,899.08
"-73.9446483466785 40.81400951771082,-73.9445531444365 40.813969553821,-73.94271210414064 40.81319661411469,-73.94187038785017 40.812843210404125,-73.94180335845765 40.812815065758784",WEST  133 STREET,7 AVENUE,LENOX AVENUE,899.76
"-73.9446483466785 40.81400951771082,-73.9445531444365 40.813969553821,-73.94271210414064 40.81319661411469,-73.94187038785017 40.812843210404125,-73.94180335845765 40.812815065758784",WEST  133 STREET,7 AVENUE,LENOX AVENUE,899.76
"-73.94748832366328 40.81520705764279,-73.94867681792509 40.815692285359404",WEST  133 STREET,8 AVENUE,ST NICHOLAS AVENUE,373.47
"-73.94748832366328 40.81520705764279,-73.94867681792509 40.815692285359404",WEST  133 STREET,8 AVENUE,ST NICHOLAS AVENUE,373.47
"-73.95602024283176 40.81880198642593,-73.95613082186838 40.81884743428716",WEST  133 STREET,12 AVENUE,BROADWAY,34.80
"-73.9522718546339 40.81722064099228,-73.95318575569273 40.81760039855959",WEST  133 STREET,AMSTERDAM AVENUE,CONVENT AVENUE,288.33
"-73.9522718546339 40.81722064099228,-73.95318575569273 40.81760039855959",WEST  133 STREET,AMSTERDAM AVENUE,CONVENT AVENUE,288.33
"-73.95529480635867 40.8184802238673,-73.95471775926237 40.81823751926825,-73.95453695403 40.818161470517396,-73.95440949915555 40.81810786225401,-73.95425761152161 40.818043976696025,-73.95365039450587 40.817788573066984,-73.95318575569273 40.81760039855959",WEST  133 STREET,AMSTERDAM AVENUE,OLD BROADWAY,666.00
"-73.95529480635867 40.8184802238673,-73.95471775926237 40.81823751926825,-73.95453695403 40.818161470517396,-73.95440949915555 40.81810786225401,-73.95425761152161 40.818043976696025,-73.95365039450587 40.817788573066984,-73.95318575569273 40.81760039855959",WEST  133 STREET,AMSTERDAM AVENUE,OLD BROADWAY,666.00
"-73.95602024283176 40.81880198642593,-73.95590649025846 40.81875202215499,-73.95529480635867 40.8184802238673",WEST  133 STREET,BROADWAY,OLD BROADWAY,232.51
"-73.95602024283176 40.81880198642593,-73.95590649025846 40.81875202215499,-73.95529480635867 40.8184802238673",WEST  133 STREET,BROADWAY,OLD BROADWAY,232.51
