Through,From,To,Distance
WALKER STREET,BROADWAY,CORTLANDT ALLEY,227.55
WALKER STREET,CENTRE STREET,LAFAYETTE STREET,228.27
WALKER STREET,CENTRE STREET,LAFAYETTE STREET,228.27
WALKER STREET,CORTLANDT ALLEY,LAFAYETTE STREET,271.13
WALKER STREET,CORTLANDT ALLEY,LAFAYETTE STREET,271.13
WALL STREET,HANOVER STREET,PEARL STREET,293.66
WALL STREET,HANOVER STREET,WILLIAM STREET,233.34
WALL STREET,PEARL STREET,WATER STREET,203.32
WARREN STREET,BROADWAY,CHURCH STREET,523.31
WARREN STREET,CHURCH STREET,WEST BROADWAY,420.06
WARREN STREET,GREENWICH STREET,WEST BROADWAY,458.68
WARREN STREET,GREENWICH STREET,WEST STREET,231.22
WASHINGTON PLACE,6 AVENUE,BARROW STREET,426.82
WASHINGTON PLACE,6 AVENUE,BARROW STREET,426.82
WASHINGTON PLACE,6 AVENUE,WASHINGTON SQUARE WEST,462.51
WASHINGTON PLACE,6 AVENUE,WASHINGTON SQUARE WEST,462.51
WASHINGTON SQUARE NORTH,5 AVENUE,MAC DOUGAL STREET,540.76
WASHINGTON SQUARE NORTH,5 AVENUE,MAC DOUGAL STREET,540.76
WASHINGTON SQUARE NORTH,5 AVENUE,UNIVERSITY PLACE,465.82
WASHINGTON SQUARE EAST,WASHINGTON PLACE,WASHINGTON SQUARE SOUTH,261.09
WASHINGTON SQUARE SOUTH,MAC DOUGAL STREET,SULLIVAN STREET,248.65
WASHINGTON SQUARE SOUTH,SULLIVAN STREET,THOMPSON STREET,257.24
WASHINGTON SQUARE SOUTH,SULLIVAN STREET,THOMPSON STREET,257.24
WASHINGTON SQUARE SOUTH,WASHINGTON SQUARE EAST,WEST BROADWAY,260.37
WASHINGTON SQUARE SOUTH,WASHINGTON SQUARE EAST,WEST BROADWAY,260.37
WASHINGTON SQUARE WEST,MAC DOUGAL STREET,WASHINGTON PLACE,507.81
WASHINGTON SQUARE WEST,MAC DOUGAL STREET,WASHINGTON PLACE,507.81
WASHINGTON STREET,ALBANY STREET,CARLISLE STREET,159.85
WASHINGTON STREET,ALBANY STREET,CARLISLE STREET,159.85
WASHINGTON STREET,BANK STREET,BETHUNE STREET,280.24
WASHINGTON STREET,BANK STREET,BETHUNE STREET,280.24
WASHINGTON STREET,BATTERY PLACE,PEDESTRIAN OVERPASS,523.51
WASHINGTON STREET,BATTERY PLACE,PEDESTRIAN OVERPASS,523.51
WASHINGTON STREET,BETHUNE STREET,WEST   12 STREET,216.68
WASHINGTON STREET,BETHUNE STREET,WEST   12 STREET,216.68
WASHINGTON STREET,BETHUNE STREET,WEST   12 STREET,216.68
WASHINGTON STREET,CARLISLE STREET,RECTOR STREET,323.86
WASHINGTON STREET,CARLISLE STREET,RECTOR STREET,323.86
WASHINGTON STREET,GANSEVOORT STREET,HORATIO STREET,225.18
WASHINGTON STREET,GANSEVOORT STREET,HORATIO STREET,225.18
WASHINGTON STREET,GANSEVOORT STREET,HORATIO STREET,225.18
WASHINGTON STREET,GANSEVOORT STREET,LITTLE WEST   12 STREET,337.19
WASHINGTON STREET,GANSEVOORT STREET,LITTLE WEST   12 STREET,337.19
WASHINGTON STREET,GANSEVOORT STREET,LITTLE WEST   12 STREET,337.19
WASHINGTON STREET,HORATIO STREET,JANE STREET,225.21
WASHINGTON STREET,HORATIO STREET,JANE STREET,225.21
WASHINGTON STREET,HORATIO STREET,JANE STREET,225.21
WASHINGTON STREET,JANE STREET,WEST   12 STREET,214.67
WASHINGTON STREET,JANE STREET,WEST   12 STREET,214.67
WASHINGTON STREET,JANE STREET,WEST   12 STREET,214.67
WASHINGTON STREET,JOSEPH P WARD STREET,RECTOR STREET,311.54
WASHINGTON STREET,JOSEPH P WARD STREET,RECTOR STREET,311.54
WASHINGTON STREET,LITTLE WEST   12 STREET,WEST   13 STREET,266.98
WASHINGTON STREET,LITTLE WEST   12 STREET,WEST   13 STREET,266.98
WASHINGTON STREET,LITTLE WEST   12 STREET,WEST   13 STREET,266.98
WASHINGTON STREET,MORRIS STREET,PEDESTRIAN OVERPASS,72.56
WASHINGTON STREET,MORRIS STREET,PEDESTRIAN OVERPASS,72.56
WASHINGTON STREET,WEST   13 STREET,WEST   14 STREET,287.10
WASHINGTON STREET,WEST   13 STREET,WEST   14 STREET,287.10
WASHINGTON STREET,WEST   13 STREET,WEST   14 STREET,287.10
WATER STREET,GOUVERNEUR SLIP EAST,GOUVERNEUR STREET,82.53
WATER STREET,GOUVERNEUR SLIP EAST,GOUVERNEUR STREET,82.53
WATER STREET,GOUVERNEUR SLIP EAST,GOUVERNEUR STREET,82.53
WATER STREET,GOUVERNEUR SLIP WEST,GOUVERNEUR STREET,83.30
WATER STREET,GOUVERNEUR SLIP WEST,GOUVERNEUR STREET,83.30
WATER STREET,GOUVERNEUR SLIP WEST,MONTGOMERY STREET,242.83
WATER STREET,GOUVERNEUR SLIP WEST,MONTGOMERY STREET,242.83
WATTS STREET,6 AVENUE,THOMPSON STREET,272.72
WATTS STREET,6 AVENUE,VARICK STREET,371.54
WATTS STREET,BROOME STREET,THOMPSON STREET,240.54
WAVERLY PLACE,BROADWAY,MERCER STREET,265.54
WAVERLY PLACE,BROADWAY,MERCER STREET,265.54
WAVERLY PLACE,GREENE STREET,MERCER STREET,249.87
WAVERLY PLACE,GREENE STREET,MERCER STREET,249.87
WAVERLY PLACE,GREENE STREET,UNIVERSITY PLACE,244.70
WEST    4 STREET,6 AVENUE,CORNELIA STREET,63.89
WEST    4 STREET,6 AVENUE,CORNELIA STREET,63.89
WEST    4 STREET,6 AVENUE,MAC DOUGAL STREET,445.51
WEST    4 STREET,BANK STREET,WEST   11 STREET,245.91
WEST    4 STREET,BANK STREET,WEST   11 STREET,245.91
WEST    4 STREET,BANK STREET,WEST   12 STREET,260.52
WEST    4 STREET,BANK STREET,WEST   12 STREET,260.52
WEST    4 STREET,BARROW STREET,JONES STREET,229.21
WEST    4 STREET,BARROW STREET,JONES STREET,229.21
WEST    4 STREET,BROADWAY,MERCER STREET,266.91
WEST    4 STREET,BROADWAY,MERCER STREET,266.91
WEST    4 STREET,CHARLES STREET,PERRY STREET,239.92
WEST    4 STREET,CHARLES STREET,PERRY STREET,239.92
WEST    4 STREET,CHARLES STREET,WEST   10 STREET,240.03
WEST    4 STREET,CHARLES STREET,WEST   10 STREET,240.03
WEST    4 STREET,CORNELIA STREET,JONES STREET,241.26
WEST    4 STREET,CORNELIA STREET,JONES STREET,241.26
WEST    4 STREET,GREENE STREET,MERCER STREET,248.02
WEST    4 STREET,GREENE STREET,MERCER STREET,248.02
WEST    4 STREET,GREENE STREET,WASHINGTON SQUARE EAST,250.36
WEST    4 STREET,GREENE STREET,WASHINGTON SQUARE EAST,250.36
WEST    4 STREET,PERRY STREET,WEST   11 STREET,238.63
WEST    4 STREET,PERRY STREET,WEST   11 STREET,238.63
WEST    9 STREET,5 AVENUE,6 AVENUE,1028.84
WEST   10 STREET,5 AVENUE,6 AVENUE,1019.63
WEST   10 STREET,6 AVENUE,PATCHIN PLACE,153.25
WEST   10 STREET,7 AVENUE SOUTH,WAVERLY PLACE,282.62
WEST   10 STREET,7 AVENUE SOUTH,WEST    4 STREET,163.48
WEST   10 STREET,BLEECKER STREET,HUDSON STREET,490.05
WEST   10 STREET,BLEECKER STREET,WEST    4 STREET,449.90
WEST   10 STREET,GREENWICH AVENUE,PATCHIN PLACE,204.75
WEST   10 STREET,GREENWICH AVENUE,WAVERLY PLACE,399.53
WEST   10 STREET,GREENWICH STREET,HUDSON STREET,296.33
WEST   10 STREET,GREENWICH STREET,WASHINGTON STREET,342.06
WEST   10 STREET,WASHINGTON STREET,WEEHAWKEN STREET,352.86
WEST   11 STREET,BLEECKER STREET,HUDSON STREET,235.01
WEST   11 STREET,BLEECKER STREET,HUDSON STREET,235.01
WEST   11 STREET,BLEECKER STREET,WEST    4 STREET,450.07
WEST   11 STREET,BLEECKER STREET,WEST    4 STREET,450.07
WEST   11 STREET,GREENWICH STREET,HUDSON STREET,236.70
WEST   11 STREET,GREENWICH STREET,HUDSON STREET,236.70
WEST   11 STREET,GREENWICH STREET,WASHINGTON STREET,442.61
WEST   11 STREET,GREENWICH STREET,WASHINGTON STREET,442.61
WEST   11 STREET,WASHINGTON STREET,WEST STREET,454.93
WEST   11 STREET,WAVERLY PLACE,WEST    4 STREET,445.92
WEST   11 STREET,WAVERLY PLACE,WEST    4 STREET,445.92
WEST   12 STREET,5 AVENUE,6 AVENUE,1021.83
WEST   12 STREET,6 AVENUE,7 AVENUE,899.14
WEST   12 STREET,7 AVENUE,GREENWICH AVENUE,350.42
WEST   12 STREET,GREENWICH STREET,WASHINGTON STREET,476.21
WEST   13 STREET,5 AVENUE,6 AVENUE,1020.53
WEST   13 STREET,6 AVENUE,7 AVENUE,900.22
WEST   13 STREET,6 AVENUE,7 AVENUE,900.22
WEST   13 STREET,7 AVENUE,GREENWICH AVENUE,698.62
WEST   13 STREET,9 AVENUE,HUDSON STREET,180.83
WEST   13 STREET,9 AVENUE,WASHINGTON STREET,512.38
WEST   14 STREET,5 AVENUE,6 AVENUE,1020.79
WEST   14 STREET,6 AVENUE,7 AVENUE,899.75
WEST   14 STREET,6 AVENUE,7 AVENUE,899.75
WEST   14 STREET,7 AVENUE,8 AVENUE,900.34
WEST   14 STREET,7 AVENUE,8 AVENUE,900.34
WEST   14 STREET,9 AVENUE,WASHINGTON STREET,509.55
WEST   15 STREET,6 AVENUE,7 AVENUE,901.68
WEST   15 STREET,6 AVENUE,7 AVENUE,901.68
WEST   15 STREET,10 AVENUE,11 AVENUE,289.40
WEST   15 STREET,10 AVENUE,11 AVENUE,289.40
WEST   17 STREET,5 AVENUE,6 AVENUE,1019.73
WEST   17 STREET,5 AVENUE,6 AVENUE,1019.73
WEST   17 STREET,5 AVENUE,6 AVENUE,1019.73
WEST   17 STREET,6 AVENUE,7 AVENUE,900.49
WEST   17 STREET,6 AVENUE,7 AVENUE,900.49
WEST   17 STREET,7 AVENUE,8 AVENUE,900.49
WEST   17 STREET,7 AVENUE,8 AVENUE,900.49
WEST   17 STREET,8 AVENUE,9 AVENUE,899.32
WEST   17 STREET,8 AVENUE,9 AVENUE,899.32
WEST   17 STREET,9 AVENUE,10 AVENUE,900.56
WEST   19 STREET,8 AVENUE,9 AVENUE,899.78
WEST   19 STREET,9 AVENUE,10 AVENUE,900.44
WEST   20 STREET,7 AVENUE,8 AVENUE,899.96
WEST   20 STREET,7 AVENUE,8 AVENUE,899.96
WEST   20 STREET,8 AVENUE,9 AVENUE,900.28
WEST   20 STREET,8 AVENUE,9 AVENUE,900.28
WEST   20 STREET,9 AVENUE,10 AVENUE,899.94
WEST   20 STREET,9 AVENUE,10 AVENUE,899.94
WEST   20 STREET,9 AVENUE,10 AVENUE,899.94
WEST   20 STREET,10 AVENUE,11 AVENUE,765.51
WEST   20 STREET,10 AVENUE,11 AVENUE,765.51
WEST   21 STREET,5 AVENUE,6 AVENUE,1019.69
WEST   21 STREET,5 AVENUE,6 AVENUE,1019.69
WEST   21 STREET,6 AVENUE,7 AVENUE,899.89
WEST   21 STREET,6 AVENUE,7 AVENUE,899.89
WEST   21 STREET,7 AVENUE,8 AVENUE,898.56
WEST   21 STREET,7 AVENUE,8 AVENUE,898.56
WEST   21 STREET,8 AVENUE,9 AVENUE,902.32
WEST   21 STREET,8 AVENUE,9 AVENUE,902.32
WEST   21 STREET,9 AVENUE,10 AVENUE,900.09
WEST   21 STREET,9 AVENUE,10 AVENUE,900.09
WEST   22 STREET,5 AVENUE,6 AVENUE,1019.50
WEST   22 STREET,5 AVENUE,6 AVENUE,1019.50
WEST   23 STREET,5 AVENUE,6 AVENUE,1022.85
WEST   23 STREET,7 AVENUE,8 AVENUE,899.85
WEST   23 STREET,7 AVENUE,8 AVENUE,899.85
WEST   23 STREET,8 AVENUE,9 AVENUE,899.66
WEST   23 STREET,8 AVENUE,9 AVENUE,899.66
WEST   24 STREET,11 AVENUE,12 AVENUE,579.14
WEST   25 STREET,5 AVENUE,BROADWAY,161.79
WEST   25 STREET,6 AVENUE,7 AVENUE,899.12
WEST   25 STREET,6 AVENUE,7 AVENUE,899.12
WEST   25 STREET,7 AVENUE,8 AVENUE,900.67
WEST   25 STREET,7 AVENUE,8 AVENUE,900.67
WEST   25 STREET,7 AVENUE,8 AVENUE,900.67
WEST   25 STREET,8 AVENUE,9 AVENUE,899.59
WEST   25 STREET,8 AVENUE,9 AVENUE,899.59
WEST   25 STREET,9 AVENUE,10 AVENUE,900.63
WEST   25 STREET,9 AVENUE,10 AVENUE,900.63
WEST   26 STREET,5 AVENUE,BROADWAY,259.05
WEST   26 STREET,5 AVENUE,BROADWAY,259.05
WEST   26 STREET,6 AVENUE,7 AVENUE,901.43
WEST   26 STREET,6 AVENUE,7 AVENUE,901.43
WEST   26 STREET,6 AVENUE,BROADWAY,761.34
WEST   26 STREET,6 AVENUE,BROADWAY,761.34
WEST   26 STREET,7 AVENUE,8 AVENUE,899.56
WEST   26 STREET,7 AVENUE,8 AVENUE,899.56
WEST   26 STREET,8 AVENUE,9 AVENUE,898.69
WEST   26 STREET,8 AVENUE,9 AVENUE,898.69
WEST   26 STREET,9 AVENUE,10 AVENUE,901.09
WEST   26 STREET,9 AVENUE,10 AVENUE,901.09
WEST   26 STREET,10 AVENUE,11 AVENUE,900.23
WEST   26 STREET,10 AVENUE,11 AVENUE,900.23
WEST   27 STREET,10 AVENUE,11 AVENUE,901.12
WEST   27 STREET,10 AVENUE,11 AVENUE,901.12
WEST   28 STREET,8 AVENUE,9 AVENUE,956.50
WEST   28 STREET,8 AVENUE,9 AVENUE,956.50
WEST   28 STREET,9 AVENUE,10 AVENUE,900.17
WEST   28 STREET,9 AVENUE,10 AVENUE,900.17
WEST   28 STREET,10 AVENUE,11 AVENUE,899.35
WEST   28 STREET,10 AVENUE,11 AVENUE,899.35
WEST   29 STREET,9 AVENUE,10 AVENUE,899.94
WEST   29 STREET,10 AVENUE,11 AVENUE,900.67
WEST   29 STREET,10 AVENUE,11 AVENUE,900.67
WEST   30 STREET,5 AVENUE,BROADWAY,652.30
WEST   30 STREET,5 AVENUE,BROADWAY,652.30
WEST   30 STREET,6 AVENUE,7 AVENUE,900.38
WEST   30 STREET,6 AVENUE,7 AVENUE,900.38
WEST   30 STREET,6 AVENUE,BROADWAY,368.30
WEST   30 STREET,6 AVENUE,BROADWAY,368.30
WEST   30 STREET,7 AVENUE,8 AVENUE,899.53
WEST   30 STREET,7 AVENUE,8 AVENUE,899.53
WEST   30 STREET,8 AVENUE,9 AVENUE,901.43
WEST   30 STREET,8 AVENUE,9 AVENUE,901.43
WEST   30 STREET,9 AVENUE,LINCOLN TNNL APPROACH,370.90
WEST   31 STREET,5 AVENUE,BROADWAY,747.73
WEST   31 STREET,5 AVENUE,BROADWAY,747.73
WEST   31 STREET,6 AVENUE,7 AVENUE,901.03
WEST   31 STREET,6 AVENUE,7 AVENUE,901.03
WEST   31 STREET,6 AVENUE,BROADWAY,272.27
WEST   31 STREET,6 AVENUE,BROADWAY,272.27
WEST   31 STREET,7 AVENUE,8 AVENUE,898.29
WEST   31 STREET,7 AVENUE,8 AVENUE,898.29
WEST   31 STREET,9 AVENUE,LINCOLN TNNL APPROACH,551.62
WEST   31 STREET,10 AVENUE,LINCOLN TNNL APPROACH,350.08
WEST   32 STREET,5 AVENUE,BROADWAY,850.48
WEST   32 STREET,6 AVENUE,7 AVENUE,901.07
WEST   32 STREET,6 AVENUE,7 AVENUE,901.07
WEST   32 STREET,6 AVENUE,BROADWAY,169.77
WEST   32 STREET,6 AVENUE,BROADWAY,169.77
WEST   33 STREET,5 AVENUE,BROADWAY,945.95
WEST   33 STREET,5 AVENUE,BROADWAY,945.95
WEST   35 STREET,5 AVENUE,6 AVENUE,1018.05
WEST   35 STREET,6 AVENUE,BROADWAY,154.55
WEST   35 STREET,6 AVENUE,BROADWAY,154.55
WEST   35 STREET,7 AVENUE,8 AVENUE,900.56
WEST   35 STREET,7 AVENUE,8 AVENUE,900.56
WEST   35 STREET,7 AVENUE,BROADWAY,746.91
WEST   35 STREET,7 AVENUE,BROADWAY,746.91
WEST   35 STREET,9 AVENUE,DYER AVENUE,417.45
WEST   35 STREET,9 AVENUE,DYER AVENUE,417.45
WEST   35 STREET,10 AVENUE,11 AVENUE,900.05
WEST   35 STREET,10 AVENUE,LINCOLN TNNL APPROACH,346.30
WEST   35 STREET,10 AVENUE,LINCOLN TNNL APPROACH,346.30
WEST   35 STREET,DYER AVENUE,LINCOLN TNNL APPROACH,136.67
WEST   35 STREET,DYER AVENUE,LINCOLN TNNL APPROACH,136.67
WEST   36 STREET,8 AVENUE,9 AVENUE,899.11
WEST   36 STREET,8 AVENUE,9 AVENUE,899.11
WEST   36 STREET,9 AVENUE,DYER AVENUE,407.01
WEST   36 STREET,9 AVENUE,DYER AVENUE,407.01
WEST   36 STREET,10 AVENUE,11 AVENUE,899.63
WEST   36 STREET,10 AVENUE,DYER AVENUE,494.90
WEST   37 STREET,5 AVENUE,6 AVENUE,1021.38
WEST   37 STREET,9 AVENUE,LINCOLN TNNL APPROACH,224.34
WEST   37 STREET,9 AVENUE,LINCOLN TNNL APPROACH,224.34
WEST   37 STREET,10 AVENUE,11 AVENUE,497.49
WEST   37 STREET,10 AVENUE,DYER AVENUE,504.36
WEST   37 STREET,10 AVENUE,DYER AVENUE,504.36
WEST   37 STREET,DYER AVENUE,LINCOLN TNNL APPROACH,142.09
WEST   37 STREET,DYER AVENUE,LINCOLN TNNL APPROACH,142.09
WEST   38 STREET,5 AVENUE,6 AVENUE,1020.78
WEST   38 STREET,6 AVENUE,BROADWAY,432.15
WEST   38 STREET,6 AVENUE,BROADWAY,432.15
WEST   38 STREET,7 AVENUE,8 AVENUE,899.88
WEST   38 STREET,7 AVENUE,8 AVENUE,899.88
WEST   38 STREET,7 AVENUE,BROADWAY,468.00
WEST   38 STREET,7 AVENUE,BROADWAY,468.00
WEST   38 STREET,8 AVENUE,9 AVENUE,899.41
WEST   38 STREET,8 AVENUE,9 AVENUE,899.41
WEST   39 STREET,5 AVENUE,6 AVENUE,1018.51
WEST   39 STREET,6 AVENUE,BROADWAY,506.44
WEST   39 STREET,7 AVENUE,8 AVENUE,900.46
WEST   39 STREET,7 AVENUE,8 AVENUE,900.46
WEST   39 STREET,7 AVENUE,BROADWAY,394.68
WEST   39 STREET,7 AVENUE,BROADWAY,394.68
WEST   39 STREET,8 AVENUE,9 AVENUE,900.24
WEST   39 STREET,8 AVENUE,9 AVENUE,900.24
WEST   39 STREET,9 AVENUE,DYER AVENUE,394.97
WEST   39 STREET,10 AVENUE,LINCOLN TUNNEL ENTRANCE,759.16
WEST   39 STREET,DYER AVENUE,LINCOLN TUNNEL ENTRANCE,46.76
WEST   39 STREET,DYER AVENUE,LINCOLN TUNNEL ENTRANCE,46.76
WEST   40 STREET,5 AVENUE,6 AVENUE,1020.26
WEST   40 STREET,6 AVENUE,BROADWAY,576.38
WEST   40 STREET,7 AVENUE,8 AVENUE,899.04
WEST   40 STREET,7 AVENUE,8 AVENUE,899.04
WEST   40 STREET,7 AVENUE,BROADWAY,324.86
WEST   40 STREET,7 AVENUE,BROADWAY,324.86
WEST   40 STREET,8 AVENUE,9 AVENUE,897.89
WEST   40 STREET,8 AVENUE,9 AVENUE,897.89
WEST   40 STREET,9 AVENUE,DYER AVENUE,398.98
WEST   40 STREET,9 AVENUE,DYER AVENUE,398.98
WEST   40 STREET,DYER AVENUE,LINC TNNL BUS APPROACH,147.64
WEST   41 STREET,6 AVENUE,BROADWAY,646.60
WEST   41 STREET,6 AVENUE,BROADWAY,646.60
WEST   41 STREET,7 AVENUE,8 AVENUE,896.70
WEST   41 STREET,7 AVENUE,8 AVENUE,896.70
WEST   41 STREET,7 AVENUE,BROADWAY,255.40
WEST   41 STREET,7 AVENUE,BROADWAY,255.40
WEST   41 STREET,8 AVENUE,9 AVENUE,900.96
WEST   41 STREET,8 AVENUE,9 AVENUE,900.96
WEST   41 STREET,9 AVENUE,DYER AVENUE,413.71
WEST   41 STREET,9 AVENUE,DYER AVENUE,413.71
WEST   41 STREET,10 AVENUE,DYER AVENUE,486.15
WEST   41 STREET,10 AVENUE,DYER AVENUE,486.15
WEST   41 STREET,10 AVENUE,LINCOLN TNNL APPROACH,312.41
WEST   41 STREET,11 AVENUE,LINCOLN TNNL APPROACH,585.56
WEST   43 STREET,5 AVENUE,6 AVENUE,1022.86
WEST   43 STREET,6 AVENUE,BROADWAY,785.97
WEST   43 STREET,6 AVENUE,BROADWAY,785.97
WEST   43 STREET,7 AVENUE,8 AVENUE,899.27
WEST   43 STREET,7 AVENUE,8 AVENUE,899.27
WEST   43 STREET,9 AVENUE,10 AVENUE,900.31
WEST   43 STREET,9 AVENUE,10 AVENUE,900.31
WEST   43 STREET,10 AVENUE,11 AVENUE,899.30
WEST   43 STREET,11 AVENUE,12 AVENUE,813.02
WEST   44 STREET,5 AVENUE,6 AVENUE,1022.84
WEST   44 STREET,6 AVENUE,BROADWAY,840.15
WEST   44 STREET,6 AVENUE,BROADWAY,840.15
WEST   44 STREET,7 AVENUE,BROADWAY,61.40
WEST   44 STREET,7 AVENUE,BROADWAY,61.40
WEST   44 STREET,7 AVENUE,SHUBERT ALLEY,363.78
WEST   44 STREET,7 AVENUE,SHUBERT ALLEY,363.78
WEST   44 STREET,8 AVENUE,9 AVENUE,899.88
WEST   44 STREET,8 AVENUE,9 AVENUE,899.88
WEST   44 STREET,8 AVENUE,SHUBERT ALLEY,532.39
WEST   44 STREET,8 AVENUE,SHUBERT ALLEY,532.39
WEST   44 STREET,9 AVENUE,10 AVENUE,899.97
WEST   44 STREET,9 AVENUE,10 AVENUE,899.97
WEST   44 STREET,9 AVENUE,10 AVENUE,899.97
WEST   44 STREET,10 AVENUE,11 AVENUE,904.91
WEST   44 STREET,11 AVENUE,12 AVENUE,723.59
WEST   47 STREET,8 AVENUE,9 AVENUE,900.33
WEST   47 STREET,8 AVENUE,9 AVENUE,900.33
WEST   47 STREET,9 AVENUE,10 AVENUE,900.33
WEST   47 STREET,9 AVENUE,10 AVENUE,900.33
WEST   47 STREET,10 AVENUE,11 AVENUE,900.28
WEST   47 STREET,11 AVENUE,12 AVENUE,677.59
WEST   48 STREET,9 AVENUE,10 AVENUE,898.88
WEST   49 STREET,9 AVENUE,10 AVENUE,900.30
WEST   49 STREET,10 AVENUE,11 AVENUE,900.32
WEST   50 STREET,5 AVENUE,ROCKEFELLER PLAZA,395.87
WEST   50 STREET,5 AVENUE,ROCKEFELLER PLAZA,395.87
WEST   50 STREET,6 AVENUE,7 AVENUE,898.35
WEST   50 STREET,6 AVENUE,7 AVENUE,898.35
WEST   50 STREET,6 AVENUE,ROCKEFELLER PLAZA,626.17
WEST   50 STREET,6 AVENUE,ROCKEFELLER PLAZA,626.17
WEST   50 STREET,7 AVENUE,BROADWAY,248.84
WEST   50 STREET,7 AVENUE,BROADWAY,248.84
WEST   51 STREET,7 AVENUE,BROADWAY,260.18
WEST   51 STREET,8 AVENUE,BROADWAY,639.12
WEST   51 STREET,9 AVENUE,10 AVENUE,898.60
WEST   51 STREET,9 AVENUE,10 AVENUE,898.60
WEST   51 STREET,10 AVENUE,11 AVENUE,899.37
WEST   51 STREET,10 AVENUE,11 AVENUE,899.37
WEST   51 STREET,11 AVENUE,12 AVENUE,679.68
WEST   52 STREET,5 AVENUE,6 AVENUE,1021.82
WEST   52 STREET,7 AVENUE,BROADWAY,273.64
WEST   52 STREET,7 AVENUE,BROADWAY,273.64
WEST   52 STREET,8 AVENUE,9 AVENUE,899.20
WEST   52 STREET,8 AVENUE,9 AVENUE,899.20
WEST   52 STREET,8 AVENUE,BROADWAY,626.72
WEST   52 STREET,8 AVENUE,BROADWAY,626.72
WEST   52 STREET,9 AVENUE,10 AVENUE,900.29
WEST   52 STREET,10 AVENUE,11 AVENUE,901.59
WEST   52 STREET,10 AVENUE,11 AVENUE,901.59
WEST   52 STREET,11 AVENUE,12 AVENUE,674.09
WEST   53 STREET,5 AVENUE,6 AVENUE,1020.77
WEST   53 STREET,6 AVENUE,7 AVENUE,337.82
WEST   53 STREET,7 AVENUE,BROADWAY,293.75
WEST   53 STREET,7 AVENUE,BROADWAY,293.75
WEST   53 STREET,8 AVENUE,9 AVENUE,899.84
WEST   53 STREET,8 AVENUE,9 AVENUE,899.84
WEST   53 STREET,8 AVENUE,BROADWAY,606.34
WEST   53 STREET,8 AVENUE,BROADWAY,606.34
WEST   53 STREET,9 AVENUE,10 AVENUE,900.70
WEST   53 STREET,9 AVENUE,10 AVENUE,900.70
WEST   53 STREET,10 AVENUE,11 AVENUE,900.00
WEST   53 STREET,10 AVENUE,11 AVENUE,900.00
WEST   54 STREET,5 AVENUE,6 AVENUE,1021.68
WEST   54 STREET,6 AVENUE,7 AVENUE,897.77
WEST   54 STREET,7 AVENUE,BROADWAY,328.61
WEST   54 STREET,7 AVENUE,BROADWAY,328.61
WEST   54 STREET,8 AVENUE,9 AVENUE,899.45
WEST   54 STREET,8 AVENUE,9 AVENUE,899.45
WEST   54 STREET,8 AVENUE,BROADWAY,573.11
WEST   54 STREET,8 AVENUE,BROADWAY,573.11
WEST   54 STREET,9 AVENUE,10 AVENUE,900.20
WEST   54 STREET,9 AVENUE,10 AVENUE,900.20
WEST   54 STREET,10 AVENUE,11 AVENUE,899.62
WEST   55 STREET,5 AVENUE,6 AVENUE,1020.92
WEST   55 STREET,5 AVENUE,6 AVENUE,1020.92
WEST   55 STREET,6 AVENUE,7 AVENUE,900.13
WEST   55 STREET,7 AVENUE,BROADWAY,389.59
WEST   55 STREET,7 AVENUE,BROADWAY,389.59
WEST   55 STREET,8 AVENUE,9 AVENUE,899.07
WEST   55 STREET,8 AVENUE,9 AVENUE,899.07
WEST   55 STREET,8 AVENUE,BROADWAY,510.01
WEST   55 STREET,8 AVENUE,BROADWAY,510.01
WEST   55 STREET,9 AVENUE,10 AVENUE,901.17
WEST   55 STREET,9 AVENUE,10 AVENUE,901.17
WEST   55 STREET,10 AVENUE,11 AVENUE,899.30
WEST   55 STREET,10 AVENUE,11 AVENUE,899.30
WEST   55 STREET,11 AVENUE,12 AVENUE,728.66
WEST   56 STREET,5 AVENUE,6 AVENUE,1020.96
WEST   56 STREET,6 AVENUE,7 AVENUE,900.35
WEST   56 STREET,6 AVENUE,7 AVENUE,900.35
WEST   56 STREET,7 AVENUE,BROADWAY,462.73
WEST   56 STREET,7 AVENUE,BROADWAY,462.73
WEST   56 STREET,8 AVENUE,BROADWAY,437.29
WEST   56 STREET,8 AVENUE,BROADWAY,437.29
WEST   57 STREET,5 AVENUE,6 AVENUE,1022.02
WEST   57 STREET,6 AVENUE,7 AVENUE,899.30
WEST   57 STREET,7 AVENUE,BROADWAY,574.24
WEST   57 STREET,7 AVENUE,BROADWAY,574.24
WEST   57 STREET,8 AVENUE,9 AVENUE,900.05
WEST   57 STREET,8 AVENUE,9 AVENUE,900.05
WEST   57 STREET,8 AVENUE,BROADWAY,325.16
WEST   57 STREET,8 AVENUE,BROADWAY,325.16
WEST   57 STREET,9 AVENUE,10 AVENUE,900.44
WEST   57 STREET,9 AVENUE,10 AVENUE,900.44
WEST   57 STREET,10 AVENUE,11 AVENUE,899.92
WEST   57 STREET,10 AVENUE,11 AVENUE,899.92
WEST   57 STREET,11 AVENUE,12 AVENUE,932.01
WEST   58 STREET,9 AVENUE,10 AVENUE,900.69
WEST   58 STREET,9 AVENUE,10 AVENUE,900.69
WEST   58 STREET,10 AVENUE,11 AVENUE,901.91
WEST   58 STREET,10 AVENUE,11 AVENUE,901.91
WEST   58 STREET,11 AVENUE,12 AVENUE,938.27
