Through,From,To,Distance
ELLWOOD STREET,BOGARDUS PLACE,HILLSIDE AVENUE,217.42
ELLWOOD STREET,BOGARDUS PLACE,NAGLE AVENUE,281.75
ELLWOOD STREET,NAGLE AVENUE,WEST  196 STREET,251.22
ELLWOOD STREET,SHERMAN AVENUE,WEST  196 STREET,549.64
ELLWOOD STREET,SHERMAN AVENUE,WEST  196 STREET,549.64
EXCHANGE PLACE,BROAD STREET,WILLIAM STREET,407.01
EXCHANGE PLACE,BROAD STREET,WILLIAM STREET,407.01
EXCHANGE PLACE,HANOVER STREET,WILLIAM STREET,240.06
EXCHANGE PLACE,HANOVER STREET,WILLIAM STREET,240.06
F D R DRIVE,EAST  105 STREET,EAST  106 STREET,285.38
FORSYTH STREET,DELANCEY STREET,RIVINGTON STREET,499.76
FORSYTH STREET,RIVINGTON STREET,STANTON STREET,451.10
FORT GEORGE HILL,FAIRVIEW AVENUE,HILLSIDE AVENUE,1887.08
FRANKFORT STREET,GOLD STREET,MADISON STREET,71.46
FRANKFORT STREET,NASSAU STREET,PARK ROW,241.62
FRANKFORT STREET,NASSAU STREET,BKLYN BRIDGE EN RAMP,366.26
FRANKLIN STREET,6 AVENUE,FRANKLIN PLACE,378.25
FRANKLIN STREET,6 AVENUE,FRANKLIN PLACE,378.25
FRANKLIN STREET,6 AVENUE,WEST BROADWAY,412.24
FRANKLIN STREET,BROADWAY,CORTLANDT ALLEY,197.57
FRANKLIN STREET,BROADWAY,CORTLANDT ALLEY,197.57
FRANKLIN STREET,BROADWAY,FRANKLIN PLACE,201.90
FRANKLIN STREET,BROADWAY,FRANKLIN PLACE,201.90
FRANKLIN STREET,CORTLANDT ALLEY,LAFAYETTE STREET,283.28
FRANKLIN STREET,VARICK STREET,WEST BROADWAY,227.65
FRANKLIN STREET,VARICK STREET,WEST BROADWAY,227.65
GANSEVOORT STREET,9 AVENUE,LITTLE WEST   12 STREET,147.49
GANSEVOORT STREET,HUDSON STREET,WEST    4 STREET,422.73
GOLD STREET,ANN STREET,BEEKMAN STREET,123.66
GOLD STREET,ANN STREET,BEEKMAN STREET,123.66
GOLD STREET,ANN STREET,FULTON STREET,157.70
GOLD STREET,ANN STREET,FULTON STREET,157.70
GOLD STREET,BEEKMAN STREET,SPRUCE STREET,243.25
GOLD STREET,BEEKMAN STREET,SPRUCE STREET,243.25
GOLD STREET,EDENS ALLEY,FULTON STREET,207.82
GOLD STREET,EDENS ALLEY,JOHN STREET,215.70
GOLD STREET,FRANKFORT STREET,MADISON STREET,228.06
GOLD STREET,FRANKFORT STREET,MADISON STREET,228.06
GOLD STREET,JOHN STREET,PLATT STREET,159.15
GOLD STREET,JOHN STREET,PLATT STREET,159.15
GOLD STREET,LIBERTY STREET,PLATT STREET,292.04
GOUVERNEUR SLIP WEST,F D R DRIVE,WATER STREET,193.57
GOUVERNEUR SLIP WEST,F D R DRIVE,WATER STREET,193.57
GOUVERNEUR STREET,MADISON STREET,MONROE STREET,260.10
GOUVERNEUR STREET,MADISON STREET,MONROE STREET,260.10
GOUVERNEUR STREET,MONROE STREET,WATER STREET,426.39
GOUVERNEUR STREET,MONROE STREET,WATER STREET,426.39
GRAMERCY PARK NORTH,3 AVENUE,GRAMERCY PARK EAST,285.17
GRAMERCY PARK NORTH,GRAMERCY PARK EAST,LEXINGTON AVENUE,219.72
GRAMERCY PARK SOUTH,3 AVENUE,GRAMERCY PARK EAST,278.48
GRAMERCY PARK SOUTH,GRAMERCY PARK EAST,IRVING PLACE,232.12
GRAMERCY PARK SOUTH,GRAMERCY PARK EAST,IRVING PLACE,232.12
GRAMERCY PARK SOUTH,GRAMERCY PARK WEST,IRVING PLACE,226.19
GRAND STREET,ATTORNEY STREET,CLINTON STREET,254.54
GRAND STREET,ATTORNEY STREET,CLINTON STREET,254.54
GRAND STREET,ATTORNEY STREET,RIDGE STREET,254.95
GRAND STREET,ATTORNEY STREET,RIDGE STREET,254.95
GRAND STREET,CLINTON STREET,SUFFOLK STREET,242.51
GRAND STREET,CLINTON STREET,SUFFOLK STREET,242.51
GRAND STREET,COLUMBIA STREET,EAST BROADWAY,239.01
GRAND STREET,COLUMBIA STREET,EAST BROADWAY,239.01
GRAND STREET,COLUMBIA STREET,HENRY STREET,213.63
GRAND STREET,COLUMBIA STREET,HENRY STREET,213.63
GRAND STREET,EAST BROADWAY,WILLETT STREET,100.09
GRAND STREET,EAST BROADWAY,WILLETT STREET,100.09
GRAND STREET,ESSEX STREET,NORFOLK STREET,238.62
GRAND STREET,ESSEX STREET,NORFOLK STREET,238.62
GRAND STREET,HENRY STREET,LEWIS STREET,287.08
GRAND STREET,HENRY STREET,LEWIS STREET,287.08
GRAND STREET,NORFOLK STREET,SUFFOLK STREET,247.64
GRAND STREET,NORFOLK STREET,SUFFOLK STREET,247.64
GRAND STREET,PITT STREET,RIDGE STREET,224.91
GRAND STREET,PITT STREET,WILLETT STREET,274.32
GRAND STREET,PITT STREET,WILLETT STREET,274.32
GREAT JONES STREET,BOWERY,LAFAYETTE STREET,606.99
GREAT JONES STREET,BROADWAY,GREAT JONES ALLEY,181.11
GREAT JONES STREET,GREAT JONES ALLEY,LAFAYETTE STREET,182.56
GREENWICH STREET,9 AVENUE,HORATIO STREET,236.63
GREENWICH STREET,BANK STREET,BETHUNE STREET,194.57
GREENWICH STREET,BANK STREET,BETHUNE STREET,194.57
GREENWICH STREET,BANK STREET,WEST   11 STREET,262.94
GREENWICH STREET,BANK STREET,WEST   11 STREET,262.94
GREENWICH STREET,BARCLAY STREET,PARK PLACE,237.55
GREENWICH STREET,BARCLAY STREET,PARK PLACE,237.55
GREENWICH STREET,BARROW STREET,CHRISTOPHER STREET,397.25
GREENWICH STREET,BARROW STREET,CHRISTOPHER STREET,397.25
GREENWICH STREET,BARROW STREET,MORTON STREET,266.87
GREENWICH STREET,BARROW STREET,MORTON STREET,266.87
GREENWICH STREET,BETHUNE STREET,WEST   12 STREET,215.71
GREENWICH STREET,BETHUNE STREET,WEST   12 STREET,215.71
GREENWICH STREET,CHAMBERS STREET,READE STREET,229.72
GREENWICH STREET,CHAMBERS STREET,READE STREET,229.72
GREENWICH STREET,CHAMBERS STREET,WARREN STREET,261.77
GREENWICH STREET,CHAMBERS STREET,WARREN STREET,261.77
GREENWICH STREET,CHAMBERS STREET,WARREN STREET,261.77
GREENWICH STREET,CHARLES STREET,GREENWICH COURT,192.33
GREENWICH STREET,CHARLES STREET,GREENWICH COURT,192.33
GREENWICH STREET,CHARLES STREET,WEST   10 STREET,262.76
GREENWICH STREET,CHARLES STREET,WEST   10 STREET,262.76
GREENWICH STREET,CHRISTOPHER STREET,WEST   10 STREET,272.56
GREENWICH STREET,CLARKSON STREET,LEROY STREET,268.82
GREENWICH STREET,CLARKSON STREET,LEROY STREET,268.82
GREENWICH STREET,CLARKSON STREET,WEST HOUSTON STREET,265.19
GREENWICH STREET,CLARKSON STREET,WEST HOUSTON STREET,265.19
GREENWICH STREET,DUANE STREET,JAY STREET,239.36
GREENWICH STREET,DUANE STREET,JAY STREET,239.36
GREENWICH STREET,DUANE STREET,READE STREET,202.24
GREENWICH STREET,DUANE STREET,READE STREET,202.24
GREENWICH STREET,BEACH STREET,HUBERT STREET,260.93
GREENWICH STREET,BEACH STREET,HUBERT STREET,260.93
GREENWICH STREET,BEACH STREET,NORTH MOORE STREET,235.42
GREENWICH STREET,BEACH STREET,NORTH MOORE STREET,235.42
GREENWICH STREET,FRANKLIN STREET,HARRISON STREET,238.31
GREENWICH STREET,FRANKLIN STREET,HARRISON STREET,238.31
GREENWICH STREET,FRANKLIN STREET,NORTH MOORE STREET,243.89
GREENWICH STREET,FRANKLIN STREET,NORTH MOORE STREET,243.89
GREENWICH STREET,GREENWICH COURT,PERRY STREET,69.90
GREENWICH STREET,GREENWICH COURT,PERRY STREET,69.90
GREENWICH STREET,HARRISON STREET,JAY STREET,252.84
GREENWICH STREET,HARRISON STREET,JAY STREET,252.84
GREENWICH STREET,HORATIO STREET,JANE STREET,224.39
GREENWICH STREET,HORATIO STREET,JANE STREET,224.39
GREENWICH STREET,JANE STREET,WEST   12 STREET,214.69
GREENWICH STREET,JANE STREET,WEST   12 STREET,214.69
GREENWICH STREET,LEROY STREET,MORTON STREET,266.61
GREENWICH STREET,LEROY STREET,MORTON STREET,266.61
GREENWICH STREET,MURRAY STREET,PARK PLACE,229.37
GREENWICH STREET,MURRAY STREET,PARK PLACE,229.37
GREENWICH STREET,MURRAY STREET,WARREN STREET,257.79
GREENWICH STREET,MURRAY STREET,WARREN STREET,257.79
GREENWICH STREET,MURRAY STREET,WARREN STREET,257.79
GREENWICH STREET,PERRY STREET,WEST   11 STREET,267.36
GREENWICH STREET,PERRY STREET,WEST   11 STREET,267.36
GROVE STREET,7 AVENUE SOUTH,BLEECKER STREET,283.53
GROVE STREET,7 AVENUE SOUTH,BLEECKER STREET,283.53
GROVE STREET,7 AVENUE SOUTH,SHERIDAN SQUARE,139.48
GROVE STREET,BEDFORD STREET,BLEECKER STREET,445.80
GROVE STREET,BEDFORD STREET,BLEECKER STREET,445.80
GROVE STREET,BEDFORD STREET,GROVE COURT,95.90
GROVE STREET,BEDFORD STREET,GROVE COURT,95.90
GROVE STREET,CHRISTOPHER STREET,SHERIDAN SQUARE,282.28
GROVE STREET,GROVE COURT,HUDSON STREET,196.95
GROVE STREET,GROVE COURT,HUDSON STREET,196.95
HAMILTON PLACE,BROADWAY,WEST  138 STREET,576.82
HAMILTON TERRACE,WEST  141 STREET,WEST  144 STREET,775.63
HAMILTON TERRACE,WEST  141 STREET,WEST  144 STREET,775.63
HANOVER STREET,BEAVER STREET,EXCHANGE PLACE,85.52
HANOVER STREET,BEAVER STREET,EXCHANGE PLACE,85.52
HANOVER STREET,BEAVER STREET,PEARL STREET,167.15
HANOVER STREET,BEAVER STREET,PEARL STREET,167.15
HANOVER STREET,EXCHANGE PLACE,WALL STREET,184.85
HANOVER STREET,EXCHANGE PLACE,WALL STREET,184.85
HESTER STREET,BAXTER STREET,CENTRE STREET,204.85
HESTER STREET,BAXTER STREET,CENTRE STREET,204.85
HESTER STREET,BAXTER STREET,MULBERRY STREET,250.51
HESTER STREET,BAXTER STREET,MULBERRY STREET,250.51
HESTER STREET,BOWERY,CHRYSTIE STREET,300.42
HESTER STREET,BOWERY,CHRYSTIE STREET,300.42
HESTER STREET,BOWERY,ELIZABETH STREET,274.52
HESTER STREET,BOWERY,ELIZABETH STREET,274.52
HESTER STREET,ELIZABETH STREET,MOTT STREET,238.33
HESTER STREET,ELIZABETH STREET,MOTT STREET,238.33
HESTER STREET,MOTT STREET,MULBERRY STREET,251.09
HESTER STREET,MOTT STREET,MULBERRY STREET,251.09
HILLSIDE AVENUE,BENNETT AVENUE,BOGARDUS PLACE,386.61
HILLSIDE AVENUE,BENNETT AVENUE,BOGARDUS PLACE,386.61
HILLSIDE AVENUE,BOGARDUS PLACE,ELLWOOD STREET,786.59
HILLSIDE AVENUE,BOGARDUS PLACE,ELLWOOD STREET,786.59
HILLSIDE AVENUE,ELLWOOD STREET,SICKLES STREET,418.05
HILLSIDE AVENUE,ELLWOOD STREET,SICKLES STREET,418.05
HILLSIDE AVENUE,FORT GEORGE HILL,SICKLES STREET,330.51
HORATIO STREET,GREENWICH STREET,WASHINGTON STREET,455.26
HORATIO STREET,GREENWICH STREET,WASHINGTON STREET,455.26
HORATIO STREET,WASHINGTON STREET,WEST STREET,417.29
HUDSON STREET,BANK STREET,WEST   11 STREET,253.60
HUDSON STREET,BANK STREET,WEST   11 STREET,253.60
HUDSON STREET,BARROW STREET,GROVE STREET,277.71
HUDSON STREET,BARROW STREET,GROVE STREET,277.71
HUDSON STREET,BARROW STREET,MORTON STREET,265.02
HUDSON STREET,BARROW STREET,MORTON STREET,265.02
HUDSON STREET,BETHUNE STREET,WEST   12 STREET,233.07
HUDSON STREET,BETHUNE STREET,WEST   12 STREET,233.07
HUDSON STREET,BETHUNE STREET,WEST   12 STREET,233.07
HUDSON STREET,BROOME STREET,DOMINICK STREET,230.78
HUDSON STREET,BROOME STREET,DOMINICK STREET,230.78
HUDSON STREET,BROOME STREET,DOMINICK STREET,230.78
HUDSON STREET,BROOME STREET,WATTS STREET,256.75
HUDSON STREET,BROOME STREET,WATTS STREET,256.75
HUDSON STREET,BROOME STREET,WATTS STREET,256.75
HUDSON STREET,CANAL STREET,WATTS STREET,60.45
HUDSON STREET,CANAL STREET,WATTS STREET,60.45
HUDSON STREET,CHARLES STREET,PERRY STREET,254.81
HUDSON STREET,CHARLES STREET,PERRY STREET,254.81
HUDSON STREET,CHARLES STREET,WEST   10 STREET,255.88
HUDSON STREET,CHARLES STREET,WEST   10 STREET,255.88
HUDSON STREET,CHARLTON STREET,KING STREET,264.93
HUDSON STREET,CHARLTON STREET,KING STREET,264.93
HUDSON STREET,CHARLTON STREET,KING STREET,264.93
HUDSON STREET,CHARLTON STREET,VANDAM STREET,267.01
HUDSON STREET,CHARLTON STREET,VANDAM STREET,267.01
HUDSON STREET,CHARLTON STREET,VANDAM STREET,267.01
HUDSON STREET,CHRISTOPHER STREET,GROVE STREET,230.31
HUDSON STREET,CHRISTOPHER STREET,GROVE STREET,230.31
HUDSON STREET,CHRISTOPHER STREET,WEST   10 STREET,252.64
HUDSON STREET,CHRISTOPHER STREET,WEST   10 STREET,252.64
HUDSON STREET,CLARKSON STREET,LEROY STREET,269.08
HUDSON STREET,CLARKSON STREET,LEROY STREET,269.08
HUDSON STREET,CLARKSON STREET,WEST HOUSTON STREET,265.31
HUDSON STREET,CLARKSON STREET,WEST HOUSTON STREET,265.31
HUDSON STREET,DOMINICK STREET,HOLLAND TUNNEL ENTRANCE,210.01
HUDSON STREET,DOMINICK STREET,HOLLAND TUNNEL ENTRANCE,210.01
HUDSON STREET,DOMINICK STREET,HOLLAND TUNNEL ENTRANCE,210.01
HUDSON STREET,GANSEVOORT STREET,HORATIO STREET,241.49
HUDSON STREET,GANSEVOORT STREET,HORATIO STREET,241.49
HUDSON STREET,HORATIO STREET,JANE STREET,225.64
HUDSON STREET,HORATIO STREET,JANE STREET,225.64
HUDSON STREET,JANE STREET,WEST   12 STREET,215.53
HUDSON STREET,JANE STREET,WEST   12 STREET,215.53
HUDSON STREET,KING STREET,WEST HOUSTON STREET,264.87
HUDSON STREET,KING STREET,WEST HOUSTON STREET,264.87
HUDSON STREET,KING STREET,WEST HOUSTON STREET,264.87
HUDSON STREET,LEROY STREET,MORTON STREET,263.98
HUDSON STREET,LEROY STREET,MORTON STREET,263.98
HUDSON STREET,PERRY STREET,WEST   11 STREET,261.07
HUDSON STREET,PERRY STREET,WEST   11 STREET,261.07
HUDSON STREET,SPRING STREET,VANDAM STREET,279.24
HUDSON STREET,SPRING STREET,VANDAM STREET,279.24
HUDSON STREET,SPRING STREET,VANDAM STREET,279.24
HUDSON STREET,SPRING STREET,HOLLAND TUNNEL ENTRANCE,28.10
HUDSON STREET,SPRING STREET,HOLLAND TUNNEL ENTRANCE,28.10
HUDSON STREET,SPRING STREET,HOLLAND TUNNEL ENTRANCE,28.10
JANE STREET,8 AVENUE,HUDSON STREET,392.49
JANE STREET,8 AVENUE,HUDSON STREET,392.49
JANE STREET,8 AVENUE,WEST    4 STREET,83.49
JANE STREET,8 AVENUE,WEST    4 STREET,83.49
JANE STREET,GREENWICH AVENUE,WEST    4 STREET,510.48
JANE STREET,GREENWICH AVENUE,WEST    4 STREET,510.48
JANE STREET,GREENWICH STREET,WASHINGTON STREET,466.50
KENMARE STREET,BOWERY,ELIZABETH STREET,280.30
KENMARE STREET,CLEVELAND PLACE,LAFAYETTE STREET,110.47
KENMARE STREET,CLEVELAND PLACE,LAFAYETTE STREET,110.47
KENMARE STREET,CLEVELAND PLACE,LAFAYETTE STREET,110.47
KENMARE STREET,CLEVELAND PLACE,MULBERRY STREET,249.76
KENMARE STREET,CLEVELAND PLACE,MULBERRY STREET,249.76
KENMARE STREET,ELIZABETH STREET,MOTT STREET,237.61
KENMARE STREET,ELIZABETH STREET,MOTT STREET,237.61
KENMARE STREET,MOTT STREET,MULBERRY STREET,249.77
KENMARE STREET,MOTT STREET,MULBERRY STREET,249.77
LAFAYETTE STREET,BROOME STREET,GRAND STREET,442.23
LAFAYETTE STREET,BROOME STREET,GRAND STREET,442.23
LAFAYETTE STREET,BROOME STREET,KENMARE STREET,222.15
LAFAYETTE STREET,BROOME STREET,KENMARE STREET,222.15
LAFAYETTE STREET,BROOME STREET,KENMARE STREET,222.15
LAFAYETTE STREET,CANAL STREET,HOWARD STREET,337.61
LAFAYETTE STREET,CANAL STREET,HOWARD STREET,337.61
LAFAYETTE STREET,CLEVELAND PLACE,KENMARE STREET,317.82
LAFAYETTE STREET,CLEVELAND PLACE,KENMARE STREET,317.82
LAFAYETTE STREET,CLEVELAND PLACE,KENMARE STREET,317.82
LAFAYETTE STREET,CLEVELAND PLACE,PRINCE STREET,538.41
LAFAYETTE STREET,GRAND STREET,HOWARD STREET,377.91
LAFAYETTE STREET,GRAND STREET,HOWARD STREET,377.91
LA SALLE STREET,AMSTERDAM AVENUE,BROADWAY,898.95
LENOX AVENUE,WEST  110 STREET,WEST  111 STREET,248.09
LENOX AVENUE,WEST  110 STREET,WEST  111 STREET,248.09
LENOX AVENUE,WEST  111 STREET,WEST  112 STREET,264.91
LENOX AVENUE,WEST  111 STREET,WEST  112 STREET,264.91
LENOX AVENUE,WEST  112 STREET,WEST  113 STREET,259.78
LENOX AVENUE,WEST  112 STREET,WEST  113 STREET,259.78
LENOX AVENUE,WEST  113 STREET,WEST  114 STREET,262.00
LENOX AVENUE,WEST  113 STREET,WEST  114 STREET,262.00
LENOX AVENUE,WEST  114 STREET,WEST  115 STREET,255.38
LENOX AVENUE,WEST  114 STREET,WEST  115 STREET,255.38
LENOX AVENUE,WEST  115 STREET,WEST  116 STREET,288.37
LENOX AVENUE,WEST  115 STREET,WEST  116 STREET,288.37
LENOX AVENUE,WEST  116 STREET,WEST  117 STREET,281.63
LENOX AVENUE,WEST  116 STREET,WEST  117 STREET,281.63
LENOX AVENUE,WEST  117 STREET,WEST  118 STREET,262.77
LENOX AVENUE,WEST  117 STREET,WEST  118 STREET,262.77
LENOX AVENUE,WEST  118 STREET,WEST  119 STREET,260.68
LENOX AVENUE,WEST  118 STREET,WEST  119 STREET,260.68
LENOX AVENUE,WEST  119 STREET,WEST  120 STREET,262.31
LENOX AVENUE,WEST  119 STREET,WEST  120 STREET,262.31
LENOX AVENUE,WEST  120 STREET,WEST  121 STREET,261.54
LENOX AVENUE,WEST  120 STREET,WEST  121 STREET,261.54
LENOX AVENUE,WEST  121 STREET,WEST  122 STREET,260.04
LENOX AVENUE,WEST  121 STREET,WEST  122 STREET,260.04
LENOX AVENUE,WEST  122 STREET,WEST  123 STREET,262.83
LENOX AVENUE,WEST  122 STREET,WEST  123 STREET,262.83
LENOX AVENUE,WEST  123 STREET,WEST  124 STREET,262.23
LENOX AVENUE,WEST  123 STREET,WEST  124 STREET,262.23
LENOX AVENUE,WEST  124 STREET,WEST  125 STREET,281.46
LENOX AVENUE,WEST  124 STREET,WEST  125 STREET,281.46
LENOX AVENUE,WEST  125 STREET,WEST  126 STREET,280.17
LENOX AVENUE,WEST  125 STREET,WEST  126 STREET,280.17
LENOX AVENUE,WEST  126 STREET,WEST  127 STREET,260.03
LENOX AVENUE,WEST  127 STREET,WEST  128 STREET,259.51
LENOX AVENUE,WEST  127 STREET,WEST  128 STREET,259.51
LENOX AVENUE,WEST  128 STREET,WEST  129 STREET,260.48
LENOX AVENUE,WEST  128 STREET,WEST  129 STREET,260.48
LENOX AVENUE,WEST  129 STREET,WEST  130 STREET,259.75
LENOX AVENUE,WEST  129 STREET,WEST  130 STREET,259.75
LENOX AVENUE,WEST  130 STREET,WEST  131 STREET,260.08
LENOX AVENUE,WEST  130 STREET,WEST  131 STREET,260.08
LENOX AVENUE,WEST  131 STREET,WEST  132 STREET,264.86
LENOX AVENUE,WEST  131 STREET,WEST  132 STREET,264.86
LENOX AVENUE,WEST  132 STREET,WEST  133 STREET,255.62
LENOX AVENUE,WEST  133 STREET,WEST  134 STREET,259.42
LENOX AVENUE,WEST  133 STREET,WEST  134 STREET,259.42
LENOX AVENUE,WEST  134 STREET,WEST  135 STREET,279.12
LENOX AVENUE,WEST  134 STREET,WEST  135 STREET,279.12
LENOX AVENUE,WEST  135 STREET,WEST  136 STREET,278.29
LENOX AVENUE,WEST  135 STREET,WEST  136 STREET,278.29
LENOX AVENUE,WEST  136 STREET,WEST  137 STREET,261.96
LENOX AVENUE,WEST  136 STREET,WEST  137 STREET,261.96
LENOX AVENUE,WEST  137 STREET,WEST  138 STREET,259.41
LENOX AVENUE,WEST  137 STREET,WEST  138 STREET,259.41
LENOX AVENUE,WEST  138 STREET,WEST  139 STREET,265.07
LENOX AVENUE,WEST  139 STREET,WEST  140 STREET,258.06
LENOX AVENUE,WEST  140 STREET,WEST  141 STREET,257.70
LENOX AVENUE,WEST  141 STREET,WEST  142 STREET,254.08
LENOX AVENUE,WEST  141 STREET,WEST  142 STREET,254.08
LENOX AVENUE,WEST  142 STREET,WEST  143 STREET,263.47
LENOX AVENUE,WEST  143 STREET,WEST  144 STREET,261.77
LENOX AVENUE,WEST  143 STREET,WEST  144 STREET,261.77
LENOX AVENUE,WEST  144 STREET,WEST  145 STREET,279.18
LENOX AVENUE,WEST  144 STREET,WEST  145 STREET,279.18
LENOX AVENUE,WEST  145 STREET,WEST  146 STREET,277.45
LENOX AVENUE,WEST  145 STREET,WEST  146 STREET,277.45
LENOX AVENUE,WEST  146 STREET,WEST  147 STREET,260.61
LENOX AVENUE,WEST  146 STREET,WEST  147 STREET,260.61
LEONARD STREET,BENSON PLACE,BROADWAY,238.10
LEONARD STREET,BENSON PLACE,BROADWAY,238.10
LEONARD STREET,BENSON PLACE,LAFAYETTE STREET,240.36
LEONARD STREET,BROADWAY,CHURCH STREET,567.30
LEONARD STREET,BROADWAY,CHURCH STREET,567.30
LEONARD STREET,CENTRE STREET,LAFAYETTE STREET,290.08
LEONARD STREET,CHURCH STREET,VARICK STREET,414.05
LEWIS STREET,BROOME STREET,DELANCEY ST SOUTH,307.59
LEWIS STREET,BROOME STREET,GRAND STREET,358.31
LEWIS STREET,BROOME STREET,GRAND STREET,358.31
LEWIS STREET,DELANCEY STREET,DELANCEY ST SOUTH,105.65
LEXINGTON AVENUE,EAST   22 STREET,EAST   23 STREET,279.36
LEXINGTON AVENUE,EAST   22 STREET,EAST   23 STREET,279.36
LEXINGTON AVENUE,EAST   23 STREET,EAST   24 STREET,274.85
LEXINGTON AVENUE,EAST   23 STREET,EAST   24 STREET,274.85
LEXINGTON AVENUE,EAST   24 STREET,EAST   25 STREET,257.95
LEXINGTON AVENUE,EAST   24 STREET,EAST   25 STREET,257.95
LEXINGTON AVENUE,EAST   25 STREET,EAST   26 STREET,258.98
LEXINGTON AVENUE,EAST   25 STREET,EAST   26 STREET,258.98
LEXINGTON AVENUE,EAST   26 STREET,EAST   27 STREET,255.74
LEXINGTON AVENUE,EAST   26 STREET,EAST   27 STREET,255.74
LEXINGTON AVENUE,EAST   27 STREET,EAST   28 STREET,259.23
LEXINGTON AVENUE,EAST   27 STREET,EAST   28 STREET,259.23
LEXINGTON AVENUE,EAST   28 STREET,EAST   29 STREET,256.80
LEXINGTON AVENUE,EAST   28 STREET,EAST   29 STREET,256.80
LEXINGTON AVENUE,EAST   29 STREET,EAST   30 STREET,256.98
LEXINGTON AVENUE,EAST   29 STREET,EAST   30 STREET,256.98
LEXINGTON AVENUE,EAST   30 STREET,EAST   31 STREET,257.05
LEXINGTON AVENUE,EAST   30 STREET,EAST   31 STREET,257.05
LEXINGTON AVENUE,EAST   31 STREET,EAST   32 STREET,257.26
LEXINGTON AVENUE,EAST   31 STREET,EAST   32 STREET,257.26
LEXINGTON AVENUE,EAST   32 STREET,EAST   33 STREET,257.06
LEXINGTON AVENUE,EAST   32 STREET,EAST   33 STREET,257.06
LEXINGTON AVENUE,EAST   33 STREET,EAST   34 STREET,278.66
LEXINGTON AVENUE,EAST   33 STREET,EAST   34 STREET,278.66
LEXINGTON AVENUE,EAST   34 STREET,EAST   35 STREET,277.01
LEXINGTON AVENUE,EAST   34 STREET,EAST   35 STREET,277.01
LEXINGTON AVENUE,EAST   35 STREET,EAST   36 STREET,257.07
LEXINGTON AVENUE,EAST   35 STREET,EAST   36 STREET,257.07
LEXINGTON AVENUE,EAST   36 STREET,EAST   37 STREET,257.39
LEXINGTON AVENUE,EAST   36 STREET,EAST   37 STREET,257.39
LEXINGTON AVENUE,EAST   37 STREET,EAST   38 STREET,257.59
LEXINGTON AVENUE,EAST   37 STREET,EAST   38 STREET,257.59
LEXINGTON AVENUE,EAST   38 STREET,EAST   39 STREET,257.97
LEXINGTON AVENUE,EAST   38 STREET,EAST   39 STREET,257.97
LEXINGTON AVENUE,EAST   39 STREET,EAST   40 STREET,256.99
LEXINGTON AVENUE,EAST   39 STREET,EAST   40 STREET,256.99
LEXINGTON AVENUE,EAST   40 STREET,EAST   41 STREET,257.66
LEXINGTON AVENUE,EAST   40 STREET,EAST   41 STREET,257.66
LEXINGTON AVENUE,EAST   41 STREET,EAST   42 STREET,277.55
LEXINGTON AVENUE,EAST   41 STREET,EAST   42 STREET,277.55
LEXINGTON AVENUE,EAST   42 STREET,EAST   43 STREET,280.87
LEXINGTON AVENUE,EAST   42 STREET,EAST   43 STREET,280.87
LEXINGTON AVENUE,EAST   43 STREET,EAST   44 STREET,260.38
LEXINGTON AVENUE,EAST   43 STREET,EAST   44 STREET,260.38
LEXINGTON AVENUE,EAST   44 STREET,EAST   45 STREET,260.47
LEXINGTON AVENUE,EAST   44 STREET,EAST   45 STREET,260.47
LEXINGTON AVENUE,EAST   45 STREET,EAST   46 STREET,261.20
LEXINGTON AVENUE,EAST   45 STREET,EAST   46 STREET,261.20
LEXINGTON AVENUE,EAST   46 STREET,EAST   47 STREET,260.39
LEXINGTON AVENUE,EAST   46 STREET,EAST   47 STREET,260.39
LEXINGTON AVENUE,EAST   47 STREET,EAST   48 STREET,260.67
LEXINGTON AVENUE,EAST   47 STREET,EAST   48 STREET,260.67
LEXINGTON AVENUE,EAST   48 STREET,EAST   49 STREET,261.04
LEXINGTON AVENUE,EAST   48 STREET,EAST   49 STREET,261.04
LEXINGTON AVENUE,EAST   49 STREET,EAST   50 STREET,261.22
LEXINGTON AVENUE,EAST   49 STREET,EAST   50 STREET,261.22
LEXINGTON AVENUE,EAST   50 STREET,EAST   51 STREET,261.03
LEXINGTON AVENUE,EAST   51 STREET,EAST   52 STREET,260.30
LEXINGTON AVENUE,EAST   62 STREET,EAST   63 STREET,260.63
LEXINGTON AVENUE,EAST   62 STREET,EAST   63 STREET,260.63
LEXINGTON AVENUE,EAST   63 STREET,EAST   64 STREET,260.95
LEXINGTON AVENUE,EAST   63 STREET,EAST   64 STREET,260.95
LEXINGTON AVENUE,EAST   65 STREET,EAST   66 STREET,260.39
LEXINGTON AVENUE,EAST   65 STREET,EAST   66 STREET,260.39
LEXINGTON AVENUE,EAST   66 STREET,EAST   67 STREET,260.69
LEXINGTON AVENUE,EAST   66 STREET,EAST   67 STREET,260.69
LEXINGTON AVENUE,EAST   67 STREET,EAST   68 STREET,260.53
LEXINGTON AVENUE,EAST   67 STREET,EAST   68 STREET,260.53
LEXINGTON AVENUE,EAST   68 STREET,EAST   69 STREET,261.11
LEXINGTON AVENUE,EAST   68 STREET,EAST   69 STREET,261.11
LEXINGTON AVENUE,EAST   69 STREET,EAST   70 STREET,260.67
LEXINGTON AVENUE,EAST   69 STREET,EAST   70 STREET,260.67
LEXINGTON AVENUE,EAST   70 STREET,EAST   71 STREET,261.12
